coordenada,calificacion,comentario
"-12.1440338,-77.0758734,13z",5,Uno de los mejores pollos ala brasa que he comido.. recomendado
"-12.1440338,-77.0758734,13z",1,"Ahora en verano  no tienen ni ventilador , un terrible calor y el aire acondicionado esta por las puras"
"-12.1440338,-77.0758734,13z",5,Excelente comida y buena atención. Genial para ir en familia
"-12.1440338,-77.0758734,13z",5,"Muy bien sitio! Me atrevería a decir que es de los mejores pollos en brasa que me he comido en Lima y no solo el pollo, las papas fritas son una delicia! Muy recomendado, la atención es muy buena incluso de los colaboradores que no atienden directamente publico, también las porciones son bondadosas
Muy recomendado"
"-12.1440338,-77.0758734,13z",5,La causa acevichada una delicia!! El plato *farolito* muy bueno 👌…
"-12.1440338,-77.0758734,13z",3,Presentación del plato y el sabor muy buena
"-12.1440338,-77.0758734,13z",4,"Muy buena comida local grande amplio, buena atencion, muy concurrido, hay que esperar por una mesa si es fin de semana, día de semana esta concurrido, pero no esperas mesas"
"-12.1440338,-77.0758734,13z",5,"Recomendado: Seco de Cabrito, Arroz con pato, Ceviche, lomo saltado"
"-12.1440338,-77.0758734,13z",3,"Buen restaurante para ir en familia, el ambiente es pintoresco y llamativo ademas que sirven un buen pollo a la brasa. La unica observacion es que la atencion demora especialmente si quieres para llevar. Y no hacen por delivery."
"-12.1440338,-77.0758734,13z",5,Sitio especial para comer en familia. Buena comida y buena atención.
"-12.1440338,-77.0758734,13z",3,"No vayan en festividades, la atención es lenta o se demoran en traer tu pedido, pedí dos ceviches y solo trajeron uno, el otro después de 30 minutos cuando mis familiares ya estaban terminando sus platos."
"-12.1440338,-77.0758734,13z",4,"Local de ambiente agradable, cordial atención ; los platos demoran un promedio de 15 a 20 minutos últimamente ha bajado la calidad de la carne del lomo saltado…. Por lo demás todo bien."
"-12.1440338,-77.0758734,13z",5,"Ofrecen buen pollo a la brasa, de los mejores de la zona. De hecho siempre que vengo hay cola para pedir y retirar 👌 solo he probado su pollo a la brasa pero se los recomiendo 🍗…"
"-12.1440338,-77.0758734,13z",5,Tienen el mejor pollo a la brasa que he comido por esta zona. Las papas fritas son muy ricas también y está muy bueno el precio.
"-12.1440338,-77.0758734,13z",5,Siempre es una de nuestras mejores opciones para ir a comer por la variedad y deliciosos platos que ofrecen. Lindo local y buena atención
"-12.1440338,-77.0758734,13z",5,Pase con mi princesa una linda tarde en el farolito
"-12.1440338,-77.0758734,13z",5,"La comida y la atención muy buena
Recomendable
Hay estacionamiento"
"-12.1440338,-77.0758734,13z",1,"PÉSIMO SERVICIO  DELIVERY
PIDO UNA ORDEN Y ME TRAEN EL POLLO SIN ENSALADA NI CREMAS. ENCIMA COBRAN ADICIONAL POR TAPER, CREMAS.…"
"-12.1440338,-77.0758734,13z",4,"La comida rica pero el servicio lento, ya he ido en otras ocasiones y apesar de que no había mucha gente, demoran siempre en atender."
"-12.1440338,-77.0758734,13z",5,"Excelente atención y variedad de platos exquisitos, y mucha responsabilidad con los protocolos, se le agradece al los dueños por tener la buena idea de tener estos lindos restaurantes donde se come muy rico y nos vamos satisfechos muchas felicidades."
"-12.1440338,-77.0758734,13z",5,"Muy buena la comida, debería haber más personal para su rápida atención."
"-12.1440338,-77.0758734,13z",5,"El mismo dueño se encarga de que estes bien atendido. El pollo es mas grande que otros lugares, se come pescados, mariscos comida de sierra."
"-12.1440338,-77.0758734,13z",1,"La comida muy rica pero su atención muy pésima, a parte de la demora en el tiempo de entrega (2:20hrs) y el cambio de precios sin avisar"
"-12.1440338,-77.0758734,13z",3,"Me gusta, está cerca del trabajo de mi esposo, pero nada es perfecto, hay varios platos que recomendaría, el arroz con pato, el seco de cabrito con humita... su leche de tigre... pero nunca pidan la causa con lomo saltado,  hasta pensé que estaba mala, creo que por el limón... malasa. A mi hijito le gusta el arroz chaufa. Saludos."
"-12.1440338,-77.0758734,13z",4,Me encanto la comida y una buena atención .
"-12.1440338,-77.0758734,13z",5,"Me encantó su 1/4 de pollo. Súper económico incluso, 16 soles y se puede comer para dos personas."
"-12.1440338,-77.0758734,13z",4,"Muy buena atención, pero parece que cambian muy seguido a los cocineros, además las porciones han disminuyendo"
"-12.1440338,-77.0758734,13z",5,Excelente atención..variedad de platos a degustar.
"-12.1440338,-77.0758734,13z",4,Buen pollo y sobre todo las papas siguen siendo naturales.
"-12.1440338,-77.0758734,13z",5,"Bonito lugar y buena sazón, me encanto el lugar"
"-12.1440338,-77.0758734,13z",5,"Por años, se mantiene la calidad"
"-12.1440338,-77.0758734,13z",4,"Mis pedidos de siempre son el caldo de gallina y pollo a la brasa. Agradable y muy recomendable. Las papitas fritas no son precocidas y eso me encanta. El ambiente es acojedor aunque algo sobrecargado de elementos ornamentales pero en fin, el servicio es bueno."
"-12.1440338,-77.0758734,13z",1,"Su atención es pésima y paupérrima, falta de modales del personal. Deben de mejorar la entrega de los pedidos, ya que llegan a destiempo y los alimentos se enfrían. Me dieron mucha espectativas y me decepcione con la realidad."
"-12.1440338,-77.0758734,13z",3,"Comida deliciosa, variedad y comodidad. Su fuerte en invierno: sopita de mote y/o sancochado. Su fuerte en verano: jalea de pescado, tiradito tricolor... aparte, por supuesto del pollito a la brasa o platos criollos. Perfecto para ir en familia o con amigos. La zona en sí es para tener cuidado, en especial por la noche."
"-12.1440338,-77.0758734,13z",4,"Un lugar tranquilo, para saboresr el tradicional pollito con papa y asi como sus combos que varias..pero los platos a la carta se preparan y demoran como 10 minutos... No hay chicha morada..falta un refresco bajo en azucar.. Mucha gaseosa y la bebida del combo muy dulce... A cuidarnos del azúcar"
"-12.1440338,-77.0758734,13z",4,Muy bueno su pollo a la brasa con ensalada y papas. Hasta ahora el mejor que he probado en Lima 😃…
"-12.1440338,-77.0758734,13z",5,Muy buena atención y la comida muy sabrosa
"-12.1440338,-77.0758734,13z",4,"Tranquilo. 10 min para tomar orden 30 min para traerlo. Servicio lento falta personal. Comida aceptable para precio deberia estar mejor, insumos basicos.
Bueno para la zona pero tiene espacio para mejorar comida y servicio."
"-12.1440338,-77.0758734,13z",4,Buena atención y rica sus comidas
"-12.1440338,-77.0758734,13z",4,"Bonito lugar, la comida es muy rica, a veces los mozos parecen un poco estresados, pero la mayor parte del tiempo son amables. Suele llenarse los fines de semana, es mejor llegar antes de la 1 :)"
"-12.1440338,-77.0758734,13z",5,"Es un restaurante muy bueno diría yo excelente tanto en la atención como en la comida, muy buen ambiente y tienen una gran variedad de comidas y bebidas y a precios razonables que cada plato de comida vale el precio que piden. 🥇…"
"-12.1440338,-77.0758734,13z",5,"Pollo fresco, papas naturales y un cálido ambiente. Desde que era niño y venia con mis padres hasta ahora que vengo con mis hijos, sigue siendo un excelente lugar para comer en familia."
"-12.1440338,-77.0758734,13z",5,"Muy rico todo, buenos precios, muy limpio. Recomendado"
"-12.1440338,-77.0758734,13z",5,"Tienen una deliciosa maracuya frozen,  un ambiente  agradable, super recomendado"
"-12.1440338,-77.0758734,13z",5,Exelente la atención y los alimentos una delicia
"-12.1440338,-77.0758734,13z",5,Muy rico y bonito ambiente tranquilo buena atención
"-12.1440338,-77.0758734,13z",5,Lindo lugar y deliciosa comida a precio accesible
"-12.1440338,-77.0758734,13z",5,Excelente para festejar un día especial
"-12.1440338,-77.0758734,13z",1,"Tener mucho cuidado al dejar su auto en el estacionamiento, a mi chocaron el carro encima no funciona su camara"
"-12.1440338,-77.0758734,13z",5,"Excelente lugar, se come bien rico"
"-12.1440338,-77.0758734,13z",5,Se come rico
"-12.1440338,-77.0758734,13z",3,"Acogedor lugar, buena atención; sin embargo, la sazón no destaca. Hace algunos años tenía reputación, ahora es solo uno más. Lástima."
"-12.1440338,-77.0758734,13z",3,"Muy buena comida, pero el mesero que me tocó no tenía ánimos de contestarme bien"
"-12.1440338,-77.0758734,13z",4,"Me Gusta mucho,es muy variado en la carta y agradable en atención,las porciones son buenas y están atentos y disponibles todo el tiempo."
"-12.1440338,-77.0758734,13z",5,"Excelente comida, su especialidad el pollo a la brasa. La atención muy buena, como siempre y los precios más que accesibles."
"-12.1440338,-77.0758734,13z",4,"Excelente!! Variedad en la carta, la atención es buena. Los platos que podría recomendar son la pachamanca, arroz con pato y ceviche de pato."
"-12.1440338,-77.0758734,13z",5,"La mejor comida , super limpio y con medidas de bioseguridad. El sabor es incomparable👌🏻🥰…"
"-12.1440338,-77.0758734,13z",5,La comida es muy buena.
"-12.1440338,-77.0758734,13z",5,"Muy rica la comida y bien servido, tienen buen servicio y medidas de bioseguridad. Recomendadisimo."
"-12.1440338,-77.0758734,13z",4,"Un buen restaurante para comer, variedad de platos y muy limpio, el pollo a la brasa es bien rico, super recomendable."
"-12.1440338,-77.0758734,13z",5,"Excelente comida variedad, calidad sobretodo debido protocolo de bioseguridad, lo maximooo!!! Recomendadisimoo"
"-12.1440338,-77.0758734,13z",5,"Buena atención, buena sazón, buen ambiente, tranquilo y cumple con las medidas de Bioseguridad."
"-12.1440338,-77.0758734,13z",5,Me encantó! Bonito lugar para comer y comida de buena calidad. Y la atención.... estupenda!!🥰🥰…
"-12.1440338,-77.0758734,13z",4,Le faltó el aire acondicionado
"-12.1440338,-77.0758734,13z",5,Muy buena atención y los pollos a la brasa son de primera
"-12.1440338,-77.0758734,13z",5,Maravillosa todo exquisito y muy buena atencion lo recomiendo al 100%
"-12.1440338,-77.0758734,13z",4,Muy rico el pollo a la braza
"-12.1440338,-77.0758734,13z",1,Perros callejeros dentro del restaurante no son aseados no existe la limpieza
"-12.1440338,-77.0758734,13z",4,"el farolito de surco es un excelente restaurante donde se puede degustar deliciosa comida peruana, ya sea mariscos, pollo, carne chifa, como tambien comida tipica peruana, como frejoles con seco a la norteña, arroz con pollo, cuy chactado,…"
"-12.1440338,-77.0758734,13z",4,Buen lugar comodo y sobre todo buena comida.
"-12.1440338,-77.0758734,13z",5,Un lugar hermoso
"-12.1440338,-77.0758734,13z",5,Buena atención y rica en toda variedad de comida y mas el pollo a la brasa
"-12.1440338,-77.0758734,13z",5,"Excelente restaurant de Surco ofrece variedad de platos ceviches,pollo,parrillas,comida criolla,postres, agradable ambiente cuenta con estacionamiento y medios de pago."
"-12.1440338,-77.0758734,13z",3,"Muy rico, pero la atención puede mejorar"
"-12.1440338,-77.0758734,13z",4,Un buen lugar para compartir una buena comida un pollo a la braza o tomar unas cervezas en surco camino Real...
"-12.1440338,-77.0758734,13z",4,"Siempre una buena atencion con platos exquisitos, muy buen sabor recomendable al 100 por ciento."
"-12.1440338,-77.0758734,13z",5,Buena comida
"-12.1440338,-77.0758734,13z",5,Excelente restaurante para comer muy rico.
"-12.1440338,-77.0758734,13z",5,"Muy bueno, sus platos muy agradables. Para pasar un rato en  familia, trabajo, amigos etc."
"-12.1440338,-77.0758734,13z",5,Atención rápida comida muy buena y el pollo a la brasa ni hablar riquísimo y sobre todo barato comparado con las pollerias de renombre
"-12.1440338,-77.0758734,13z",3,Platos bien servidos y buena atención. Sin embargo dejan entrar a personas que piden limosna lo cual resulta bastante incómodo.
"-12.1440338,-77.0758734,13z",4,"La comida, es exelente, pero el precio es un poco alto, pero creo que esta justificado por la buena sazon"
"-12.1440338,-77.0758734,13z",4,"Cuenta con platos ricos y variados, pero su especialidad es el pollo a la brasa delicioso."
"-12.1440338,-77.0758734,13z",4,Ha bajado un poco la calidad pero sigue siendo muy bueno. Recomendado.
"-12.1440338,-77.0758734,13z",5,"El local quedó lindo, luego de la remodelación, la atención buena como siempre y sus platos, deliciosos."
"-12.1440338,-77.0758734,13z",5,El sabor es unico excelente y el dueño muy gentil y humilde nos gusta su atencion
"-12.1440338,-77.0758734,13z",5,Excelente comida y atencion
"-12.1440338,-77.0758734,13z",4,"Muy buena la comida, el pollo buenazo, pero demoran un poco en la atención"
"-12.1440338,-77.0758734,13z",5,Es buena atención y sus platos son variados y muy ricos
"-12.1440338,-77.0758734,13z",5,"EXELENTE COMIDA, BUENA ATENCION Y CUMPLE CON TODOS LOS PROTOCOLOS."
"-12.1440338,-77.0758734,13z",5,Muy delicioso y buena atención
"-12.1440338,-77.0758734,13z",4,Excelente remodelación de la pollería. La calidad se mantiene. Recomiendo la causa con pulpa de cangrejo.
"-12.1440338,-77.0758734,13z",5,Muy rico y muy buena la atención   👍…
"-12.1440338,-77.0758734,13z",1,Horrible experiencia encontré gusanos en la ensalada grandes y marrones acabo de hablar con el dueño y dice que eso es normal porque son gusanos de la lechuga que seguro se le pasó a la persona que lavo la verdura🤔🤔🤔🤔🤔🤔…
"-12.1440338,-77.0758734,13z",4,"Bueno, rico y barato, recomendado"
"-12.1440338,-77.0758734,13z",5,"Muy buena atención , el precio es justo con lo que se sirve y atiende , mis felicitaciones 👏…"
"-12.1440338,-77.0758734,13z",4,Me gusta la calidad de las comidas muchas veces voy con mi familia y parientes
"-12.1440338,-77.0758734,13z",5,"Buen sabor, buena atención."
"-12.1440338,-77.0758734,13z",5,Hermoso me encanto la comida 🤤…
"-12.1440338,-77.0758734,13z",5,"Sus comidas son excelentes, gracias por su buena atención"
"-12.1440338,-77.0758734,13z",5,"Excelente comida, sirven bastante considerando el precio."
"-12.1440338,-77.0758734,13z",5,Muy buena comida y excelente atencion.
"-12.1440338,-77.0758734,13z",5,Mucho detalle
"-12.1440338,-77.0758734,13z",5,"La comida es muy buena, si van hagan la técnica de la misturita y no coman nada antes de ir... buena atención."
"-12.1440338,-77.0758734,13z",5,"Solo compro x delibery muy rica la comida,rápido,amables"
"-12.1440338,-77.0758734,13z",5,"El servicio y la comida excelentes, el lugar super acogedor."
